Year,Event,AverageWeight
1964,"Fencing Women's Foil, Individual",58.51282051282051
1964,"Fencing Women's Foil, Team",59.61702127659574
1964,Football Men's Football,70.65573770491804
1964,Gymnastics Men's Floor Exercise,64.02032520325203
1964,Gymnastics Men's Horizontal Bar,64.17768595041322
1964,Gymnastics Men's Horse Vault,64.02032520325203
1964,Gymnastics Men's Individual All-Around,64.02032520325203
1964,Gymnastics Men's Parallel Bars,64.17768595041322
1964,Gymnastics Men's Pommelled Horse,64.17768595041322
1964,Gymnastics Men's Rings,64.17768595041322
1964,Gymnastics Men's Team All-Around,64.12254901960785
1964,Gymnastics Women's Balance Beam,53.40963855421687
1964,Gymnastics Women's Floor Exercise,53.40963855421687
1964,Gymnastics Women's Horse Vault,53.40963855421687
1964,Gymnastics Women's Individual All-Around,53.40963855421687
1964,Gymnastics Women's Team All-Around,52.94915254237288
1964,Gymnastics Women's Uneven Bars,53.40963855421687
1964,Hockey Men's Hockey,69.6788990825688
1964,Judo Men's Heavyweight,96.0
1964,Judo Men's Lightweight,67.0
1964,Judo Men's Middleweight,78.25
1964,Judo Men's Open Class,98.375
1964,Modern Pentathlon Men's Individual,72.25
1964,Modern Pentathlon Men's Team,72.21212121212122
1964,Rowing Men's Coxed Eights,80.23076923076923
1964,Rowing Men's Coxed Fours,77.46666666666667
1964,Rowing Men's Coxed Pairs,75.04444444444445
1964,Rowing Men's Coxless Fours,82.3157894736842
1964,Rowing Men's Coxless Pairs,82.86538461538461
1964,Rowing Men's Double Sculls,79.92307692307692
1964,Rowing Men's Single Sculls,83.6923076923077
1964,Sailing Mixed 5.5 metres,79.92391304347827
1964,Sailing Mixed One Person Dinghy,79.65625
1964,Sailing Mixed Three Person Keelboat,74.75384615384615
1964,Sailing Mixed Two Person Heavyweight Dinghy,75.825
1964,Sailing Mixed Two Person Keelboat,79.0
1964,"Shooting Men's Free Pistol, 50 metres",75.12
1964,"Shooting Men's Free Rifle, Three Positions, 300 metres",72.03571428571429
1964,"Shooting Men's Rapid-Fire Pistol, 25 metres",76.38
1964,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",73.13235294117646
1964,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",73.68627450980392
1964,Shooting Men's Trap,81.91836734693878
1964,"Swimming Men's 1,500 metres Freestyle",72.66666666666667
1964,Swimming Men's 100 metres Freestyle,74.5
1964,Swimming Men's 200 metres Backstroke,76.0625
1964,Swimming Men's 200 metres Breaststroke,73.53333333333333
1964,Swimming Men's 200 metres Butterfly,73.33333333333333
1964,Swimming Men's 4 x 100 metres Freestyle Relay,74.94444444444444
1964,Swimming Men's 4 x 100 metres Medley Relay,75.84482758620689
1964,Swimming Men's 4 x 200 metres Freestyle Relay,75.18461538461538
1964,Swimming Men's 400 metres Freestyle,75.1875
1964,Swimming Men's 400 metres Individual Medley,73.74074074074075
1964,Swimming Women's 100 metres Backstroke,59.785714285714285
1964,Swimming Women's 100 metres Butterfly,60.57142857142857
1964,Swimming Women's 100 metres Freestyle,60.16279069767442
1964,Swimming Women's 200 metres Breaststroke,62.75
1964,Swimming Women's 4 x 100 metres Freestyle Relay,60.27906976744186
1964,Swimming Women's 4 x 100 metres Medley Relay,61.55
1964,Swimming Women's 400 metres Freestyle,57.724137931034484
1964,Swimming Women's 400 metres Individual Medley,58.9
1964,Volleyball Men's Volleyball,79.23423423423424
1964,Volleyball Women's Volleyball,64.05882352941177
1964,Water Polo Men's Water Polo,81.19327731092437
1964,Weightlifting Men's Bantamweight,56.354166666666664
1964,Weightlifting Men's Featherweight,60.56818181818182
1964,Weightlifting Men's Heavyweight,117.14285714285714
1964,Weightlifting Men's Light-Heavyweight,81.54166666666667
1964,Weightlifting Men's Lightweight,67.65
1964,Weightlifting Men's Middle-Heavyweight,88.34210526315789
1964,Weightlifting Men's Middleweight,76.05263157894737
1964,"Wrestling Men's Bantamweight, Freestyle",57.94444444444444
1964,"Wrestling Men's Bantamweight, Greco-Roman",58.8
1964,"Wrestling Men's Featherweight, Freestyle",63.07142857142857
1964,"Wrestling Men's Featherweight, Greco-Roman",64.26
1964,"Wrestling Men's Flyweight, Freestyle",52.76190476190476
1964,"Wrestling Men's Flyweight, Greco-Roman",52.84375
1964,"Wrestling Men's Heavyweight, Freestyle",106.53846153846153
1964,"Wrestling Men's Heavyweight, Greco-Roman",110.81818181818181
1964,"Wrestling Men's Light-Heavyweight, Freestyle",94.6875
1964,"Wrestling Men's Light-Heavyweight, Greco-Roman",96.94444444444444
1964,"Wrestling Men's Lightweight, Freestyle",70.36363636363636
1964,"Wrestling Men's Lightweight, Greco-Roman",70.5
1964,"Wrestling Men's Middleweight, Freestyle",87.625
1964,"Wrestling Men's Middleweight, Greco-Roman",85.625
1964,"Wrestling Men's Welterweight, Freestyle",78.23809523809524
1964,"Wrestling Men's Welterweight, Greco-Roman",77.15789473684211
1968,"Athletics Men's 1,500 metres",65.46296296296296
1968,"Athletics Men's 10,000 metres",61.62162162162162
1968,Athletics Men's 100 metres,70.890625
1968,Athletics Men's 110 metres Hurdles,74.96875
1968,Athletics Men's 20 kilometres Walk,67.20588235294117
1968,Athletics Men's 200 metres,70.39583333333333
1968,"Athletics Men's 3,000 metres Steeplechase",63.125
1968,Athletics Men's 4 x 100 metres Relay,71.27631578947368
1968,Athletics Men's 4 x 400 metres Relay,71.8923076923077
1968,Athletics Men's 400 metres,70.96363636363637
1968,Athletics Men's 400 metres Hurdles,73.56666666666666
1968,"Athletics Men's 5,000 metres",62.921052631578945
1968,Athletics Men's 50 kilometres Walk,65.66666666666667
1968,Athletics Men's 800 metres,67.88372093023256
1968,Athletics Men's Decathlon,84.15151515151516
1968,Athletics Men's Discus Throw,111.48148148148148
1968,Athletics Men's Hammer Throw,102.0
1968,Athletics Men's High Jump,78.52631578947368
1968,Athletics Men's Javelin Throw,86.25
1968,Athletics Men's Long Jump,72.51428571428572
1968,Athletics Men's Marathon,59.708333333333336
1968,Athletics Men's Pole Vault,73.73913043478261
1968,Athletics Men's Shot Put,117.63157894736842
1968,Athletics Men's Triple Jump,74.76470588235294
1968,Athletics Women's 100 metres,56.142857142857146
1968,Athletics Women's 200 metres,57.22222222222222
1968,Athletics Women's 4 x 100 metres Relay,57.233333333333334
1968,Athletics Women's 400 metres,56.51724137931034
1968,Athletics Women's 80 metres Hurdles,58.84848484848485
1968,Athletics Women's 800 metres,55.458333333333336
1968,Athletics Women's Discus Throw,80.5
1968,Athletics Women's High Jump,64.16666666666667
1968,Athletics Women's Javelin Throw,68.8125
1968,Athletics Women's Long Jump,59.111111111111114
1968,Athletics Women's Pentathlon,63.09090909090909
1968,Athletics Women's Shot Put,83.64285714285714
1968,Basketball Men's Basketball,83.82065217391305
1968,Boxing Men's Bantamweight,54.61842105263158
1968,Boxing Men's Featherweight,57.265625
1968,Boxing Men's Flyweight,51.36
1968,Boxing Men's Heavyweight,86.75
1968,Boxing Men's Light-Flyweight,49.0
1968,Boxing Men's Light-Heavyweight,81.44444444444444
1968,Boxing Men's Light-Middleweight,71.33333333333333
1968,Boxing Men's Light-Welterweight,63.628571428571426
1968,Boxing Men's Lightweight,60.16216216216216
1968,Boxing Men's Middleweight,75.9090909090909
1968,Boxing Men's Welterweight,66.68181818181819
1968,"Canoeing Men's Canadian Doubles, 1,000 metres",76.3076923076923
1968,"Canoeing Men's Canadian Singles, 1,000 metres",78.72727272727273
1968,"Canoeing Men's Kayak Doubles, 1,000 metres",75.91176470588235
1968,"Canoeing Men's Kayak Fours, 1,000 metres",77.72368421052632
1968,"Canoeing Men's Kayak Singles, 1,000 metres",76.19047619047619
1968,"Canoeing Women's Kayak Doubles, 500 metres",62.95454545454545
1968,"Canoeing Women's Kayak Singles, 500 metres",65.07692307692308
1968,"Cycling Men's 1,000 metres Time Trial",73.296875
1968,Cycling Men's 100 kilometres Team Time Trial,70.44583333333334
1968,"Cycling Men's Individual Pursuit, 4,000 metres",72.96428571428571
1968,"Cycling Men's Road Race, Individual",68.92605633802818
1968,Cycling Men's Sprint,72.19148936170212
1968,"Cycling Men's Tandem Sprint, 2,000 metres",73.89285714285714
1968,"Cycling Men's Team Pursuit, 4,000 metres",74.18072289156626
1968,Diving Men's Platform,67.20588235294117
1968,Diving Men's Springboard,68.625
1968,Diving Women's Platform,54.78260869565217
1968,Diving Women's Springboard,57.095238095238095
1968,"Equestrianism Mixed Dressage, Individual",66.375
1968,"Equestrianism Mixed Dressage, Team",66.13636363636364
1968,"Equestrianism Mixed Jumping, Individual",68.19047619047619
1968,"Equestrianism Mixed Jumping, Team",67.11363636363636
1968,"Equestrianism Mixed Three-Day Event, Individual",69.04166666666667
1968,"Equestrianism Mixed Three-Day Event, Team",69.23404255319149
1968,"Fencing Men's Foil, Individual",72.93333333333334
1968,"Fencing Men's Foil, Team",72.89333333333333
1968,"Fencing Men's Sabre, Individual",74.525
1968,"Fencing Men's Sabre, Team",74.33928571428571
1968,"Fencing Men's epee, Individual",75.29577464788733
1968,"Fencing Men's epee, Team",75.15384615384616
1968,"Fencing Women's Foil, Individual",59.23684210526316
1968,"Fencing Women's Foil, Team",59.6
1968,Football Men's Football,69.29554655870446
1968,Gymnastics Men's Floor Exercise,63.76495726495727
1968,Gymnastics Men's Horizontal Bar,63.891304347826086
1968,Gymnastics Men's Horse Vault,63.84051724137931
1968,Gymnastics Men's Individual All-Around,63.76495726495727
1968,Gymnastics Men's Parallel Bars,63.76495726495727
1968,Gymnastics Men's Pommelled Horse,63.891304347826086
1968,Gymnastics Men's Rings,63.76495726495727
1968,Gymnastics Men's Team All-Around,63.752631578947366
1968,Gymnastics Women's Balance Beam,51.742574257425744
1968,Gymnastics Women's Floor Exercise,51.742574257425744
1968,Gymnastics Women's Horse Vault,51.742574257425744
1968,Gymnastics Women's Individual All-Around,51.742574257425744
1968,Gymnastics Women's Team All-Around,51.8780487804878
1968,Gymnastics Women's Uneven Bars,51.742574257425744
1968,Hockey Men's Hockey,70.3
1968,Modern Pentathlon Men's Individual,71.0625
1968,Modern Pentathlon Men's Team,70.97777777777777
1968,Rowing Men's Coxed Eights,82.63716814159292
1968,Rowing Men's Coxed Fours,79.15151515151516
1968,Rowing Men's Coxed Pairs,74.57407407407408
1968,Rowing Men's Coxless Fours,84.4888888888889
1968,Rowing Men's Coxless Pairs,83.72222222222223
1968,Rowing Men's Double Sculls,82.5925925925926
1968,Rowing Men's Single Sculls,82.11764705882354
1968,Sailing Mixed 5.5 metres,77.66666666666667
1968,Sailing Mixed One Person Dinghy,80.76470588235294
1968,Sailing Mixed Three Person Keelboat,73.8970588235294
1968,Sailing Mixed Two Person Heavyweight Dinghy,77.01694915254237
1968,Sailing Mixed Two Person Keelboat,79.23684210526316
1968,"Shooting Mixed Free Pistol, 50 metres",73.85820895522389
1968,"Shooting Mixed Free Rifle, Three Positions, 300 metres",73.03333333333333
1968,"Shooting Mixed Rapid-Fire Pistol, 25 metres",75.38181818181818
1968,Shooting Mixed Skeet,77.23076923076923
1968,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",73.40697674418605
1968,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",72.24193548387096
1968,Shooting Mixed Trap,79.98076923076923
1968,"Swimming Men's 1,500 metres Freestyle",72.95238095238095
1968,Swimming Men's 100 metres Backstroke,74.37837837837837
1968,Swimming Men's 100 metres Breaststroke,72.74358974358974
1968,Swimming Men's 100 metres Butterfly,71.57446808510639
1968,Swimming Men's 100 metres Freestyle,75.88888888888889
1968,Swimming Men's 200 metres Backstroke,71.23333333333333
1968,Swimming Men's 200 metres Breaststroke,72.83333333333333
1968,Swimming Men's 200 metres Butterfly,72.16666666666667
1968,Swimming Men's 200 metres Freestyle,75.78571428571429
1968,Swimming Men's 200 metres Individual Medley,71.22222222222223
1968,Swimming Men's 4 x 100 metres Freestyle Relay,75.08695652173913
1968,Swimming Men's 4 x 100 metres Medley Relay,74.9875
1968,Swimming Men's 4 x 200 metres Freestyle Relay,75.1470588235294
1968,Swimming Men's 400 metres Freestyle,73.37837837837837
1968,Swimming Men's 400 metres Individual Medley,71.42857142857143
1968,Swimming Women's 100 metres Backstroke,58.8125
1968,Swimming Women's 100 metres Breaststroke,60.0
1968,Swimming Women's 100 metres Butterfly,59.77777777777778
1968,Swimming Women's 100 metres Freestyle,58.94736842105263
1968,Swimming Women's 200 metres Backstroke,59.53448275862069
1968,Swimming Women's 200 metres Breaststroke,60.9
1968,Swimming Women's 200 metres Butterfly,60.55
1968,Swimming Women's 200 metres Freestyle,58.717948717948715
1968,Swimming Women's 200 metres Individual Medley,59.73076923076923
1968,Swimming Women's 4 x 100 metres Freestyle Relay,58.87301587301587
1968,Swimming Women's 4 x 100 metres Medley Relay,60.492753623188406
1968,Swimming Women's 400 metres Freestyle,56.516666666666666
1968,Swimming Women's 400 metres Individual Medley,59.017857142857146
1968,Swimming Women's 800 metres Freestyle,56.65384615384615
1968,Volleyball Men's Volleyball,82.28813559322033
1968,Volleyball Women's Volleyball,65.9080459770115
1968,Water Polo Men's Water Polo,82.20370370370371
1968,Weightlifting Men's Bantamweight,54.8421052631579
1968,Weightlifting Men's Featherweight,60.25925925925926
1968,Weightlifting Men's Heavyweight,124.5
1968,Weightlifting Men's Light-Heavyweight,82.4423076923077
1968,Weightlifting Men's Lightweight,68.05
1968,Weightlifting Men's Middle-Heavyweight,90.24137931034483
1968,Weightlifting Men's Middleweight,76.675
1968,"Wrestling Men's Bantamweight, Freestyle",59.80952380952381
1968,"Wrestling Men's Bantamweight, Greco-Roman",57.104166666666664
1968,"Wrestling Men's Featherweight, Freestyle",64.34782608695652
1968,"Wrestling Men's Featherweight, Greco-Roman",63.68181818181818
1968,"Wrestling Men's Flyweight, Freestyle",55.34782608695652
1968,"Wrestling Men's Flyweight, Greco-Roman",52.17391304347826
1968,"Wrestling Men's Heavyweight, Freestyle",111.78571428571429
1968,"Wrestling Men's Heavyweight, Greco-Roman",111.73333333333333
1968,"Wrestling Men's Light-Heavyweight, Freestyle",96.5625
1968,"Wrestling Men's Light-Heavyweight, Greco-Roman",98.0625
1968,"Wrestling Men's Lightweight, Freestyle",70.8076923076923
1968,"Wrestling Men's Lightweight, Greco-Roman",70.96153846153847
1968,"Wrestling Men's Middleweight, Freestyle",86.45454545454545
1968,"Wrestling Men's Middleweight, Greco-Roman",85.55263157894737
1968,"Wrestling Men's Welterweight, Freestyle",78.83333333333333
1968,"Wrestling Men's Welterweight, Greco-Roman",79.0
1972,Archery Men's Individual,74.79166666666667
1972,Archery Women's Individual,61.0
1972,"Athletics Men's 1,500 metres",65.6
1972,"Athletics Men's 10,000 metres",60.6078431372549
1972,Athletics Men's 100 metres,69.7875
1972,Athletics Men's 110 metres Hurdles,75.87179487179488
1972,Athletics Men's 20 kilometres Walk,67.04166666666667
1972,Athletics Men's 200 metres,71.25925925925925
1972,"Athletics Men's 3,000 metres Steeplechase",65.34693877551021
1972,Athletics Men's 4 x 100 metres Relay,69.90990990990991
1972,Athletics Men's 4 x 400 metres Relay,69.5609756097561
1972,Athletics Men's 400 metres,70.54838709677419
1972,Athletics Men's 400 metres Hurdles,73.75675675675676
1972,"Athletics Men's 5,000 metres",62.36666666666667
1972,Athletics Men's 50 kilometres Walk,67.55555555555556
1972,Athletics Men's 800 metres,66.3859649122807
1972,Athletics Men's Decathlon,84.96969696969697
1972,Athletics Men's Discus Throw,112.43103448275862
1972,Athletics Men's Hammer Throw,107.12903225806451
1972,Athletics Men's High Jump,76.71794871794872
1972,Athletics Men's Javelin Throw,87.8695652173913
1972,Athletics Men's Long Jump,73.69444444444444
1972,Athletics Men's Marathon,60.0
1972,Athletics Men's Pole Vault,74.21428571428571
1972,Athletics Men's Shot Put,123.46551724137932
1972,Athletics Men's Triple Jump,73.5
1972,"Athletics Women's 1,500 metres",53.333333333333336
1972,Athletics Women's 100 metres,56.07446808510638
1972,Athletics Women's 100 metres Hurdles,57.88
1972,Athletics Women's 200 metres,55.263888888888886
1972,Athletics Women's 4 x 100 metres Relay,57.21666666666667
1972,Athletics Women's 4 x 400 metres Relay,58.13461538461539
1972,Athletics Women's 400 metres,56.666666666666664
1972,Athletics Women's 800 metres,56.054054054054056
1972,Athletics Women's Discus Throw,81.58823529411765
1972,Athletics Women's High Jump,62.375
1972,Athletics Women's Javelin Throw,68.57894736842105
1972,Athletics Women's Long Jump,59.27272727272727
1972,Athletics Women's Pentathlon,64.13333333333334
1972,Athletics Women's Shot Put,84.05555555555556
1972,Basketball Men's Basketball,86.74074074074075
1972,Boxing Men's Bantamweight,54.27777777777778
1972,Boxing Men's Featherweight,56.9
1972,Boxing Men's Flyweight,51.05714285714286
1972,Boxing Men's Heavyweight,91.07692307692308
1972,Boxing Men's Light-Flyweight,48.733333333333334
1972,Boxing Men's Light-Heavyweight,80.21428571428571
1972,Boxing Men's Light-Middleweight,70.76470588235294
1972,Boxing Men's Light-Welterweight,63.45161290322581
1972,Boxing Men's Lightweight,60.416666666666664
1972,Boxing Men's Middleweight,74.36363636363636
1972,Boxing Men's Welterweight,67.16216216216216
1972,"Canoeing Men's Canadian Doubles, 1,000 metres",77.53125
1972,"Canoeing Men's Canadian Doubles, Slalom",71.25
1972,"Canoeing Men's Canadian Singles, 1,000 metres",79.53846153846153
1972,"Canoeing Men's Canadian Singles, Slalom",73.31818181818181
1972,"Canoeing Men's Kayak Doubles, 1,000 metres",75.6938775510204
1972,"Canoeing Men's Kayak Fours, 1,000 metres",78.91875
1972,"Canoeing Men's Kayak Singles, 1,000 metres",77.04166666666667
1972,"Canoeing Men's Kayak Singles, Slalom",71.24324324324324
