Year,Event,AverageWeight
2000,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",58.95238095238095
2000,"Shooting Women's Sporting Pistol, 25 metres",59.11904761904762
2000,Shooting Women's Trap,69.38235294117646
2000,Softball Women's Softball,68.025
2000,"Swimming Men's 1,500 metres Freestyle",76.34146341463415
2000,Swimming Men's 100 metres Backstroke,79.75
2000,Swimming Men's 100 metres Breaststroke,79.7936507936508
2000,Swimming Men's 100 metres Butterfly,78.95081967213115
2000,Swimming Men's 100 metres Freestyle,83.21212121212122
2000,Swimming Men's 200 metres Backstroke,78.56818181818181
2000,Swimming Men's 200 metres Breaststroke,77.72340425531915
2000,Swimming Men's 200 metres Butterfly,77.06521739130434
2000,Swimming Men's 200 metres Freestyle,80.96
2000,Swimming Men's 200 metres Individual Medley,78.75
2000,Swimming Men's 4 x 100 metres Freestyle Relay,84.84693877551021
2000,Swimming Men's 4 x 100 metres Medley Relay,82.38235294117646
2000,Swimming Men's 4 x 200 metres Freestyle Relay,82.21052631578948
2000,Swimming Men's 400 metres Freestyle,78.66666666666667
2000,Swimming Men's 400 metres Individual Medley,77.4888888888889
2000,Swimming Men's 50 metres Freestyle,80.87142857142857
2000,Swimming Women's 100 metres Backstroke,61.80434782608695
2000,Swimming Women's 100 metres Breaststroke,60.175
2000,Swimming Women's 100 metres Butterfly,59.78125
2000,Swimming Women's 100 metres Freestyle,63.264150943396224
2000,Swimming Women's 200 metres Backstroke,60.48571428571429
2000,Swimming Women's 200 metres Breaststroke,59.61764705882353
2000,Swimming Women's 200 metres Butterfly,60.17142857142857
2000,Swimming Women's 200 metres Freestyle,63.23684210526316
2000,Swimming Women's 200 metres Individual Medley,62.34285714285714
2000,Swimming Women's 4 x 100 metres Freestyle Relay,65.24590163934427
2000,Swimming Women's 4 x 100 metres Medley Relay,63.48148148148148
2000,Swimming Women's 4 x 200 metres Freestyle Relay,62.17142857142857
2000,Swimming Women's 400 metres Freestyle,62.63157894736842
2000,Swimming Women's 400 metres Individual Medley,61.535714285714285
2000,Swimming Women's 50 metres Freestyle,62.29577464788732
2000,Swimming Women's 800 metres Freestyle,61.5
2000,Synchronized Swimming Women's Duet,54.729166666666664
2000,Synchronized Swimming Women's Team,56.68115942028985
2000,Table Tennis Men's Doubles,71.54166666666667
2000,Table Tennis Men's Singles,71.140625
2000,Table Tennis Women's Doubles,57.833333333333336
2000,Table Tennis Women's Singles,58.42622950819672
2000,Taekwondo Men's Featherweight,69.53846153846153
2000,Taekwondo Men's Flyweight,58.714285714285715
2000,Taekwondo Men's Heavyweight,92.95833333333333
2000,Taekwondo Men's Welterweight,79.5
2000,Taekwondo Women's Featherweight,55.5
2000,Taekwondo Women's Flyweight,50.0
2000,Taekwondo Women's Heavyweight,74.91666666666667
2000,Taekwondo Women's Welterweight,65.16666666666667
2000,Tennis Men's Doubles,78.86206896551724
2000,Tennis Men's Singles,77.80952380952381
2000,Tennis Women's Doubles,61.377049180327866
2000,Tennis Women's Singles,61.6875
2000,Trampolining Men's Individual,70.33333333333333
2000,Trampolining Women's Individual,52.90909090909091
2000,Triathlon Men's Olympic Distance,69.78846153846153
2000,Triathlon Women's Olympic Distance,55.42553191489362
2000,Volleyball Men's Volleyball,89.37857142857143
2000,Volleyball Women's Volleyball,71.95652173913044
2000,Water Polo Men's Water Polo,91.3921568627451
2000,Water Polo Women's Water Polo,68.64102564102564
2000,Weightlifting Men's Bantamweight,56.20454545454545
2000,Weightlifting Men's Featherweight,61.92857142857143
2000,Weightlifting Men's Heavyweight,105.14285714285714
2000,Weightlifting Men's Light-Heavyweight,83.6
2000,Weightlifting Men's Lightweight,68.55882352941177
2000,Weightlifting Men's Middle-Heavyweight,94.39473684210526
2000,Weightlifting Men's Middleweight,76.46078431372548
2000,Weightlifting Men's Super-Heavyweight,133.89583333333334
2000,Weightlifting Women's Featherweight,52.9
2000,Weightlifting Women's Flyweight,49.0
2000,Weightlifting Women's Heavyweight,75.36363636363636
2000,Weightlifting Women's Light-Heavyweight,68.93333333333334
2000,Weightlifting Women's Lightweight,58.088235294117645
2000,Weightlifting Women's Middleweight,64.77777777777777
2000,Weightlifting Women's Super-Heavyweight,99.0
2000,"Wrestling Men's Bantamweight, Freestyle",54.10526315789474
2000,"Wrestling Men's Bantamweight, Greco-Roman",55.15
2000,"Wrestling Men's Featherweight, Freestyle",59.0
2000,"Wrestling Men's Featherweight, Greco-Roman",58.85
2000,"Wrestling Men's Heavyweight, Freestyle",96.15789473684211
2000,"Wrestling Men's Heavyweight, Greco-Roman",98.1
2000,"Wrestling Men's Light-Heavyweight, Freestyle",85.45
2000,"Wrestling Men's Light-Heavyweight, Greco-Roman",85.45
2000,"Wrestling Men's Lightweight, Freestyle",63.5
2000,"Wrestling Men's Lightweight, Greco-Roman",63.7
2000,"Wrestling Men's Middleweight, Freestyle",77.4
2000,"Wrestling Men's Middleweight, Greco-Roman",79.05263157894737
2000,"Wrestling Men's Super-Heavyweight, Freestyle",116.5
2000,"Wrestling Men's Super-Heavyweight, Greco-Roman",119.15
2000,"Wrestling Men's Welterweight, Freestyle",70.125
2000,"Wrestling Men's Welterweight, Greco-Roman",69.47368421052632
2004,Archery Men's Individual,79.015625
2004,Archery Men's Team,78.43589743589743
2004,Archery Women's Individual,62.421875
2004,Archery Women's Team,62.48888888888889
2004,"Athletics Men's 1,500 metres",65.47368421052632
2004,"Athletics Men's 10,000 metres",56.333333333333336
2004,Athletics Men's 100 metres,74.5679012345679
2004,Athletics Men's 110 metres Hurdles,80.53191489361703
2004,Athletics Men's 20 kilometres Walk,63.875
2004,Athletics Men's 200 metres,75.92592592592592
2004,"Athletics Men's 3,000 metres Steeplechase",63.43589743589744
2004,Athletics Men's 4 x 100 metres Relay,77.44615384615385
2004,Athletics Men's 4 x 400 metres Relay,75.51470588235294
2004,Athletics Men's 400 metres,72.90322580645162
2004,Athletics Men's 400 metres Hurdles,74.8
2004,"Athletics Men's 5,000 metres",61.583333333333336
2004,Athletics Men's 50 kilometres Walk,64.51851851851852
2004,Athletics Men's 800 metres,67.09722222222223
2004,Athletics Men's Decathlon,87.38461538461539
2004,Athletics Men's Discus Throw,119.61538461538461
2004,Athletics Men's Hammer Throw,112.52857142857142
2004,Athletics Men's High Jump,77.36842105263158
2004,Athletics Men's Javelin Throw,97.3030303030303
2004,Athletics Men's Long Jump,76.025
2004,Athletics Men's Marathon,60.21
2004,Athletics Men's Pole Vault,80.03846153846153
2004,Athletics Men's Shot Put,127.66666666666667
2004,Athletics Men's Triple Jump,77.44680851063829
2004,"Athletics Women's 1,500 metres",51.8
2004,"Athletics Women's 10,000 metres",49.45161290322581
2004,Athletics Women's 100 metres,59.333333333333336
2004,Athletics Women's 100 metres Hurdles,61.24324324324324
2004,Athletics Women's 20 kilometres Walk,51.98245614035088
2004,Athletics Women's 200 metres,59.06976744186046
2004,Athletics Women's 4 x 100 metres Relay,60.23076923076923
2004,Athletics Women's 4 x 400 metres Relay,59.943661971830984
2004,Athletics Women's 400 metres,59.42857142857143
2004,Athletics Women's 400 metres Hurdles,59.78787878787879
2004,"Athletics Women's 5,000 metres",49.41463414634146
2004,Athletics Women's 800 metres,55.395348837209305
2004,Athletics Women's Discus Throw,88.61904761904762
2004,Athletics Women's Hammer Throw,85.29166666666667
2004,Athletics Women's Heptathlon,63.588235294117645
2004,Athletics Women's High Jump,62.0
2004,Athletics Women's Javelin Throw,73.86666666666666
2004,Athletics Women's Long Jump,60.56410256410256
2004,Athletics Women's Marathon,48.353658536585364
2004,Athletics Women's Pole Vault,58.885714285714286
2004,Athletics Women's Shot Put,92.24324324324324
2004,Athletics Women's Triple Jump,62.09090909090909
2004,Badminton Men's Doubles,74.80681818181819
2004,Badminton Men's Singles,72.6774193548387
2004,Badminton Mixed Doubles,69.30434782608695
2004,Badminton Women's Doubles,63.47826086956522
2004,Badminton Women's Singles,60.03333333333333
2004,Baseball Men's Baseball,88.0261780104712
2004,Basketball Men's Basketball,99.38888888888889
2004,Basketball Women's Basketball,74.23776223776224
2004,Beach Volleyball Men's Beach Volleyball,90.0625
2004,Beach Volleyball Women's Beach Volleyball,68.97916666666667
2004,Boxing Men's Bantamweight,54.666666666666664
2004,Boxing Men's Featherweight,57.357142857142854
2004,Boxing Men's Flyweight,52.25925925925926
2004,Boxing Men's Heavyweight,89.93333333333334
2004,Boxing Men's Light-Flyweight,48.41379310344828
2004,Boxing Men's Light-Heavyweight,81.10714285714286
2004,Boxing Men's Light-Welterweight,64.48148148148148
2004,Boxing Men's Lightweight,61.142857142857146
2004,Boxing Men's Middleweight,74.96428571428571
2004,Boxing Men's Super-Heavyweight,98.15625
2004,Boxing Men's Welterweight,69.22222222222223
2004,"Canoeing Men's Canadian Doubles, 1,000 metres",81.78571428571429
2004,"Canoeing Men's Canadian Doubles, 500 metres",82.35714285714286
2004,"Canoeing Men's Canadian Doubles, Slalom",72.91666666666667
2004,"Canoeing Men's Canadian Singles, 1,000 metres",84.3157894736842
2004,"Canoeing Men's Canadian Singles, 500 metres",84.94736842105263
2004,"Canoeing Men's Canadian Singles, Slalom",74.0
2004,"Canoeing Men's Kayak Doubles, 1,000 metres",85.75
2004,"Canoeing Men's Kayak Doubles, 500 metres",86.15789473684211
2004,"Canoeing Men's Kayak Fours, 1,000 metres",86.775
2004,"Canoeing Men's Kayak Singles, 1,000 metres",83.2
2004,"Canoeing Men's Kayak Singles, 500 metres",84.96428571428571
2004,"Canoeing Men's Kayak Singles, Slalom",73.48
2004,"Canoeing Women's Kayak Doubles, 500 metres",65.7
2004,"Canoeing Women's Kayak Fours, 500 metres",64.825
2004,"Canoeing Women's Kayak Singles, 500 metres",64.47826086956522
2004,"Canoeing Women's Kayak Singles, Slalom",60.578947368421055
2004,"Cycling Men's 1,000 metres Time Trial",84.94117647058823
2004,"Cycling Men's Individual Pursuit, 4,000 metres",77.4
2004,Cycling Men's Individual Time Trial,71.15789473684211
2004,Cycling Men's Keirin,82.5
2004,Cycling Men's Madison,73.22222222222223
2004,"Cycling Men's Mountainbike, Cross-Country",67.4
2004,Cycling Men's Points Race,69.43478260869566
2004,"Cycling Men's Road Race, Individual",69.36805555555556
2004,Cycling Men's Sprint,82.78947368421052
2004,"Cycling Men's Team Pursuit, 4,000 metres",76.68888888888888
2004,Cycling Men's Team Sprint,84.1891891891892
2004,Cycling Women's 500 metres Time Trial,66.91666666666667
2004,"Cycling Women's Individual Pursuit, 3,000 metres",61.666666666666664
2004,Cycling Women's Individual Time Trial,57.52
2004,"Cycling Women's Mountainbike, Cross-Country",55.2
2004,Cycling Women's Points Race,59.421052631578945
2004,"Cycling Women's Road Race, Individual",57.44776119402985
2004,Cycling Women's Sprint,69.33333333333333
2004,Diving Men's Platform,64.87878787878788
2004,Diving Men's Springboard,70.5
2004,Diving Men's Synchronized Platform,66.9375
2004,Diving Men's Synchronized Springboard,70.5
2004,Diving Women's Platform,52.85294117647059
2004,Diving Women's Springboard,54.666666666666664
2004,Diving Women's Synchronized Platform,51.75
2004,Diving Women's Synchronized Springboard,53.875
2004,"Equestrianism Mixed Dressage, Individual",65.32
2004,"Equestrianism Mixed Dressage, Team",66.36842105263158
2004,"Equestrianism Mixed Jumping, Individual",71.03947368421052
2004,"Equestrianism Mixed Jumping, Team",70.5079365079365
2004,"Equestrianism Mixed Three-Day Event, Individual",67.45333333333333
2004,"Equestrianism Mixed Three-Day Event, Team",67.58461538461539
2004,"Fencing Men's Foil, Individual",74.97222222222223
2004,"Fencing Men's Foil, Team",76.55172413793103
2004,"Fencing Men's Sabre, Individual",77.13513513513513
2004,"Fencing Men's Sabre, Team",78.09677419354838
2004,"Fencing Men's epee, Individual",81.45945945945945
2004,"Fencing Men's epee, Team",83.03333333333333
2004,"Fencing Women's Foil, Individual",59.24
2004,"Fencing Women's Sabre, Individual",61.958333333333336
2004,"Fencing Women's epee, Individual",63.13157894736842
2004,"Fencing Women's epee, Team",62.9375
2004,Football Men's Football,75.1604938271605
2004,Football Women's Football,60.30722891566265
2004,Gymnastics Men's Floor Exercise,63.103896103896105
2004,Gymnastics Men's Horizontal Bar,63.392405063291136
2004,Gymnastics Men's Horse Vault,63.0126582278481
2004,Gymnastics Men's Individual All-Around,62.88775510204081
2004,Gymnastics Men's Parallel Bars,62.91358024691358
2004,Gymnastics Men's Pommelled Horse,63.03703703703704
2004,Gymnastics Men's Rings,63.103896103896105
2004,Gymnastics Men's Team All-Around,62.916666666666664
2004,Gymnastics Women's Balance Beam,45.63529411764706
2004,Gymnastics Women's Floor Exercise,45.68674698795181
2004,Gymnastics Women's Horse Vault,45.17857142857143
2004,Gymnastics Women's Individual All-Around,45.183673469387756
2004,Gymnastics Women's Team All-Around,44.291666666666664
2004,Gymnastics Women's Uneven Bars,45.28235294117647
2004,Handball Men's Handball,93.28491620111731
2004,Handball Women's Handball,69.03355704697987
2004,Hockey Men's Hockey,76.21875
2004,Hockey Women's Hockey,60.18125
2004,Judo Men's Extra-Lightweight,61.18181818181818
2004,Judo Men's Half-Heavyweight,99.27272727272727
2004,Judo Men's Half-Lightweight,66.53225806451613
2004,Judo Men's Half-Middleweight,85.0625
2004,Judo Men's Heavyweight,123.75757575757575
2004,Judo Men's Lightweight,73.10606060606061
2004,Judo Men's Middleweight,90.5
2004,Judo Women's Extra-Lightweight,48.18181818181818
2004,Judo Women's Half-Heavyweight,77.28571428571429
2004,Judo Women's Half-Lightweight,52.625
2004,Judo Women's Half-Middleweight,64.0909090909091
2004,Judo Women's Heavyweight,112.16666666666667
2004,Judo Women's Lightweight,57.21739130434783
2004,Judo Women's Middleweight,69.95652173913044
2004,Modern Pentathlon Men's Individual,75.03125
2004,Modern Pentathlon Women's Individual,58.375
2004,Rhythmic Gymnastics Women's Group,49.78333333333333
2004,Rhythmic Gymnastics Women's Individual,48.416666666666664
2004,Rowing Men's Coxed Eights,87.97560975609755
2004,Rowing Men's Coxless Fours,93.84615384615384
2004,Rowing Men's Coxless Pairs,90.73076923076923
2004,Rowing Men's Double Sculls,92.85714285714286
2004,Rowing Men's Lightweight Coxless Fours,72.1923076923077
2004,Rowing Men's Lightweight Double Sculls,71.76744186046511
2004,Rowing Men's Quadruple Sculls,94.25
2004,Rowing Men's Single Sculls,89.65517241379311
2004,Rowing Women's Coxed Eights,72.34920634920636
2004,Rowing Women's Coxless Pairs,75.5
2004,Rowing Women's Double Sculls,73.9
2004,Rowing Women's Lightweight Double Sculls,58.05555555555556
2004,Rowing Women's Quadruple Sculls,75.40625
2004,Rowing Women's Single Sculls,69.58333333333333
2004,Sailing Men's One Person Dinghy,96.0
2004,Sailing Men's Two Person Dinghy,67.5925925925926
2004,Sailing Men's Two Person Keelboat,96.3529411764706
2004,Sailing Men's Windsurfer,70.26470588235294
2004,Sailing Mixed Multihull,74.17142857142858
2004,Sailing Mixed One Person Dinghy,82.1951219512195
2004,Sailing Mixed Skiff,74.23684210526316
2004,Sailing Women's One Person Dinghy,63.36
2004,Sailing Women's Three Person Keelboat,65.5
2004,Sailing Women's Two Person Dinghy,61.725
2004,Sailing Women's Windsurfer,58.15384615384615
2004,"Shooting Men's Air Pistol, 10 metres",80.93617021276596
2004,"Shooting Men's Air Rifle, 10 metres",76.65957446808511
2004,Shooting Men's Double Trap,84.84
2004,"Shooting Men's Free Pistol, 50 metres",81.54761904761905
2004,"Shooting Men's Rapid-Fire Pistol, 25 metres",79.88235294117646
2004,"Shooting Men's Running Target, 10 metres",80.94736842105263
2004,Shooting Men's Skeet,86.1219512195122
2004,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",78.84782608695652
2004,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",77.7
2004,Shooting Men's Trap,88.5
2004,"Shooting Women's Air Pistol, 10 metres",61.26829268292683
2004,"Shooting Women's Air Rifle, 10 metres",58.11363636363637
2004,Shooting Women's Double Trap,67.73333333333333
2004,Shooting Women's Skeet,67.41666666666667
2004,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",58.75757575757576
2004,"Shooting Women's Sporting Pistol, 25 metres",61.78378378378378
2004,Shooting Women's Trap,68.52941176470588
2004,Softball Women's Softball,67.99152542372882
2004,"Swimming Men's 1,500 metres Freestyle",78.05882352941177
2004,Swimming Men's 100 metres Backstroke,81.75
2004,Swimming Men's 100 metres Breaststroke,78.03333333333333
2004,Swimming Men's 100 metres Butterfly,79.83050847457628
2004,Swimming Men's 100 metres Freestyle,82.79411764705883
2004,Swimming Men's 200 metres Backstroke,79.0
2004,Swimming Men's 200 metres Breaststroke,78.80434782608695
2004,Swimming Men's 200 metres Butterfly,76.23076923076923
2004,Swimming Men's 200 metres Freestyle,81.32142857142857
2004,Swimming Men's 200 metres Individual Medley,78.08333333333333
2004,Swimming Men's 4 x 100 metres Freestyle Relay,85.36
2004,Swimming Men's 4 x 100 metres Medley Relay,83.20547945205479
2004,Swimming Men's 4 x 200 metres Freestyle Relay,81.85333333333334
2004,Swimming Men's 400 metres Freestyle,79.19148936170212
2004,Swimming Men's 400 metres Individual Medley,77.33333333333333
2004,Swimming Men's 50 metres Freestyle,79.39240506329114
2004,Swimming Women's 100 metres Backstroke,62.04761904761905
2004,Swimming Women's 100 metres Breaststroke,61.38297872340426
2004,Swimming Women's 100 metres Butterfly,61.810810810810814
2004,Swimming Women's 100 metres Freestyle,63.96
2004,Swimming Women's 200 metres Backstroke,63.35294117647059
2004,Swimming Women's 200 metres Breaststroke,61.43333333333333
2004,Swimming Women's 200 metres Butterfly,59.645161290322584
2004,Swimming Women's 200 metres Freestyle,64.2439024390244
2004,Swimming Women's 200 metres Individual Medley,61.206896551724135
2004,Swimming Women's 4 x 100 metres Freestyle Relay,64.47222222222223
2004,Swimming Women's 4 x 100 metres Medley Relay,63.285714285714285
2004,Swimming Women's 4 x 200 metres Freestyle Relay,64.37837837837837
2004,Swimming Women's 400 metres Freestyle,62.921052631578945
2004,Swimming Women's 400 metres Individual Medley,61.4
2004,Swimming Women's 50 metres Freestyle,62.09027777777778
2004,Swimming Women's 800 metres Freestyle,61.48275862068966
2004,Synchronized Swimming Women's Duet,55.958333333333336
2004,Synchronized Swimming Women's Team,55.78260869565217
2004,Table Tennis Men's Doubles,72.21875
2004,Table Tennis Men's Singles,72.984375
2004,Table Tennis Women's Doubles,58.78125
2004,Table Tennis Women's Singles,57.16393442622951
2004,Taekwondo Men's Featherweight,68.625
2004,Taekwondo Men's Flyweight,58.3125
2004,Taekwondo Men's Heavyweight,92.21875
2004,Taekwondo Men's Welterweight,80.8125
2004,Taekwondo Women's Featherweight,59.0
2004,Taekwondo Women's Flyweight,49.0
2004,Taekwondo Women's Heavyweight,71.2
2004,Taekwondo Women's Welterweight,66.53333333333333
2004,Tennis Men's Doubles,79.8
2004,Tennis Men's Singles,79.296875
2004,Tennis Women's Doubles,62.57142857142857
2004,Tennis Women's Singles,61.55555555555556
2004,Trampolining Men's Individual,67.6875
2004,Trampolining Women's Individual,53.1875
2004,Triathlon Men's Olympic Distance,69.36734693877551
2004,Triathlon Women's Olympic Distance,55.58
2004,Volleyball Men's Volleyball,90.51408450704226
2004,Volleyball Women's Volleyball,71.72142857142858
2004,Water Polo Men's Water Polo,93.72077922077922
2004,Water Polo Women's Water Polo,68.4950495049505
2004,Weightlifting Men's Bantamweight,56.14705882352941
2004,Weightlifting Men's Featherweight,63.0
2004,Weightlifting Men's Heavyweight,105.27272727272727
2004,Weightlifting Men's Light-Heavyweight,83.83333333333333
2004,Weightlifting Men's Lightweight,68.79411764705883
2004,Weightlifting Men's Middle-Heavyweight,93.74
2004,Weightlifting Men's Middleweight,76.0
2004,Weightlifting Men's Super-Heavyweight,134.05882352941177
2004,Weightlifting Women's Featherweight,52.8125
2004,Weightlifting Women's Flyweight,48.0
2004,Weightlifting Women's Heavyweight,76.84375
2004,Weightlifting Women's Light-Heavyweight,69.22727272727273
2004,Weightlifting Women's Lightweight,58.107142857142854
2004,Weightlifting Women's Middleweight,63.0
2004,Weightlifting Women's Super-Heavyweight,114.16666666666667
2004,"Wrestling Men's Featherweight, Freestyle",56.42857142857143
2004,"Wrestling Men's Featherweight, Greco-Roman",55.90909090909091
2004,"Wrestling Men's Heavyweight, Freestyle",94.57142857142857
2004,"Wrestling Men's Heavyweight, Greco-Roman",96.81818181818181
2004,"Wrestling Men's Light-Heavyweight, Freestyle",84.5909090909091
2004,"Wrestling Men's Light-Heavyweight, Greco-Roman",85.15
2004,"Wrestling Men's Lightweight, Freestyle",61.28947368421053
2004,"Wrestling Men's Lightweight, Greco-Roman",62.09090909090909
2004,"Wrestling Men's Middleweight, Freestyle",75.33333333333333
2004,"Wrestling Men's Middleweight, Greco-Roman",74.7
2004,"Wrestling Men's Super-Heavyweight, Freestyle",117.5
2004,"Wrestling Men's Super-Heavyweight, Greco-Roman",120.55
2004,"Wrestling Men's Welterweight, Freestyle",66.33333333333333
2004,"Wrestling Men's Welterweight, Greco-Roman",66.6
2004,"Wrestling Women's Flyweight, Freestyle",48.285714285714285
2004,"Wrestling Women's Heavyweight, Freestyle",72.5
2004,"Wrestling Women's Lightweight, Freestyle",55.25
2004,"Wrestling Women's Middleweight, Freestyle",62.75
2008,Archery Men's Individual,80.65625
2008,Archery Men's Team,83.38888888888889
2008,Archery Women's Individual,62.301587301587304
2008,Archery Women's Team,64.63333333333334
2008,"Athletics Men's 1,500 metres",62.80434782608695
2008,"Athletics Men's 10,000 metres",57.05555555555556
2008,Athletics Men's 100 metres,77.20833333333333
2008,Athletics Men's 110 metres Hurdles,80.35714285714286
2008,Athletics Men's 20 kilometres Walk,64.37254901960785
2008,Athletics Men's 200 metres,75.08196721311475
2008,"Athletics Men's 3,000 metres Steeplechase",62.38461538461539
2008,Athletics Men's 4 x 100 metres Relay,76.39393939393939
2008,Athletics Men's 4 x 400 metres Relay,75.13636363636364
2008,Athletics Men's 400 metres,73.81481481481481
2008,Athletics Men's 400 metres Hurdles,75.32
2008,"Athletics Men's 5,000 metres",60.63157894736842
2008,Athletics Men's 50 kilometres Walk,65.0677966101695
2008,Athletics Men's 800 metres,67.3859649122807
2008,Athletics Men's Decathlon,87.35
2008,Athletics Men's Discus Throw,117.94594594594595
2008,Athletics Men's Hammer Throw,111.68181818181819
2008,Athletics Men's High Jump,76.1
2008,Athletics Men's Javelin Throw,95.3157894736842
2008,Athletics Men's Long Jump,77.89473684210526
2008,Athletics Men's Marathon,59.747252747252745
2008,Athletics Men's Pole Vault,80.52631578947368
2008,Athletics Men's Shot Put,124.86363636363636
2008,Athletics Men's Triple Jump,78.63157894736842
2008,"Athletics Women's 1,500 metres",52.6875
2008,"Athletics Women's 10,000 metres",49.03333333333333
2008,Athletics Women's 100 metres,57.392405063291136
2008,Athletics Women's 100 metres Hurdles,60.82051282051282
2008,Athletics Women's 20 kilometres Walk,51.916666666666664
2008,Athletics Women's 200 metres,60.044444444444444
2008,"Athletics Women's 3,000 metres Steeplechase",52.55102040816327
2008,Athletics Women's 4 x 100 metres Relay,59.38235294117647
2008,Athletics Women's 4 x 400 metres Relay,59.1764705882353
2008,Athletics Women's 400 metres,59.285714285714285
2008,Athletics Women's 400 metres Hurdles,58.629629629629626
2008,"Athletics Women's 5,000 metres",48.67741935483871
2008,Athletics Women's 800 metres,56.09756097560975
2008,Athletics Women's Discus Throw,88.60526315789474
2008,Athletics Women's Hammer Throw,83.83673469387755
2008,Athletics Women's Heptathlon,64.67441860465117
2008,Athletics Women's High Jump,61.59375
2008,Athletics Women's Javelin Throw,72.9245283018868
2008,Athletics Women's Long Jump,61.15
2008,Athletics Women's Marathon,48.88607594936709
2008,Athletics Women's Pole Vault,58.27777777777778
2008,Athletics Women's Shot Put,98.6470588235294
2008,Athletics Women's Triple Jump,61.083333333333336
2008,Badminton Men's Doubles,75.15625
2008,Badminton Men's Singles,72.5
2008,Badminton Mixed Doubles,70.3
2008,Badminton Women's Doubles,63.2
2008,Badminton Women's Singles,61.06666666666667
2008,Baseball Men's Baseball,88.23947368421052
2008,Basketball Men's Basketball,98.5625
2008,Basketball Women's Basketball,74.79545454545455
2008,Beach Volleyball Men's Beach Volleyball,89.70833333333333
2008,Beach Volleyball Women's Beach Volleyball,70.04166666666667
2008,Boxing Men's Bantamweight,54.407407407407405
2008,Boxing Men's Featherweight,57.32142857142857
2008,Boxing Men's Flyweight,51.629629629629626
2008,Boxing Men's Heavyweight,90.8125
2008,Boxing Men's Light-Flyweight,48.6551724137931
2008,Boxing Men's Light-Heavyweight,80.42857142857143
2008,Boxing Men's Light-Welterweight,64.75
2008,Boxing Men's Lightweight,60.81481481481482
2008,Boxing Men's Middleweight,75.46428571428571
2008,Boxing Men's Super-Heavyweight,101.09375
2008,Boxing Men's Welterweight,69.41379310344827
2008,"Canoeing Men's Canadian Doubles, 1,000 metres",83.26923076923077
2008,"Canoeing Men's Canadian Doubles, 500 metres",84.93333333333334
2008,"Canoeing Men's Canadian Doubles, Slalom",73.0
2008,"Canoeing Men's Canadian Singles, 1,000 metres",83.27272727272727
2008,"Canoeing Men's Canadian Singles, 500 metres",84.54545454545455
2008,"Canoeing Men's Canadian Singles, Slalom",75.375
2008,"Canoeing Men's Kayak Doubles, 1,000 metres",85.82142857142857
2008,"Canoeing Men's Kayak Doubles, 500 metres",87.1875
2008,"Canoeing Men's Kayak Fours, 1,000 metres",86.875
2008,"Canoeing Men's Kayak Singles, 1,000 metres",84.0
2008,"Canoeing Men's Kayak Singles, 500 metres",84.06896551724138
2008,"Canoeing Men's Kayak Singles, Slalom",72.9047619047619
2008,"Canoeing Women's Kayak Doubles, 500 metres",65.79411764705883
2008,"Canoeing Women's Kayak Fours, 500 metres",65.71052631578948
2008,"Canoeing Women's Kayak Singles, 500 metres",64.58333333333333
2008,"Canoeing Women's Kayak Singles, Slalom",60.35
2008,Cycling Men's BMX,82.125
2008,"Cycling Men's Individual Pursuit, 4,000 metres",76.77777777777777
2008,Cycling Men's Individual Time Trial,69.8974358974359
2008,Cycling Men's Keirin,85.66666666666667
2008,Cycling Men's Madison,75.7741935483871
2008,"Cycling Men's Mountainbike, Cross-Country",67.46938775510205
2008,Cycling Men's Points Race,69.66666666666667
2008,"Cycling Men's Road Race, Individual",68.51408450704226
2008,Cycling Men's Sprint,86.38095238095238
2008,"Cycling Men's Team Pursuit, 4,000 metres",75.43181818181819
2008,Cycling Men's Team Sprint,85.07692307692308
2008,Cycling Women's BMX,66.25
2008,"Cycling Women's Individual Pursuit, 3,000 metres",62.23076923076923
2008,Cycling Women's Individual Time Trial,57.76
2008,"Cycling Women's Mountainbike, Cross-Country",54.93333333333333
2008,Cycling Women's Points Race,62.68181818181818
2008,"Cycling Women's Road Race, Individual",57.04545454545455
2008,Cycling Women's Sprint,69.25
2008,Diving Men's Platform,64.0
2008,Diving Men's Springboard,69.93103448275862
2008,Diving Men's Synchronized Platform,65.5
2008,Diving Men's Synchronized Springboard,71.125
2008,Diving Women's Platform,52.89655172413793
2008,Diving Women's Springboard,56.0
2008,Diving Women's Synchronized Platform,49.0
2008,Diving Women's Synchronized Springboard,54.75
2008,"Equestrianism Mixed Dressage, Individual",64.3913043478261
2008,"Equestrianism Mixed Dressage, Team",64.40625
2008,"Equestrianism Mixed Jumping, Individual",69.90666666666667
2008,"Equestrianism Mixed Jumping, Team",70.58333333333333
2008,"Equestrianism Mixed Three-Day Event, Individual",66.94117647058823
2008,"Equestrianism Mixed Three-Day Event, Team",67.80392156862744
2008,"Fencing Men's Foil, Individual",73.73076923076923
2008,"Fencing Men's Sabre, Individual",79.11111111111111
2008,"Fencing Men's Sabre, Team",80.03846153846153
2008,"Fencing Men's epee, Individual",82.35
2008,"Fencing Men's epee, Team",81.6875
2008,"Fencing Women's Foil, Individual",59.390243902439025
2008,"Fencing Women's Foil, Team",60.86206896551724
